,Employee_ID,Name,email,gender,Department,Education level,Date Hired,Still Employed,Work-Life Balance Score,Absenteeism Rate,Performance Review Score,Training Courses Attended,Current Salary,Benefits,Source of Hire,Starting Salary,Salary Growth (%),Promoted,reason_for_leaving,last_day_of_employment,root_cause_leaving,turnover_type,Performance_group
223,224,Hobey Murrigan,hmurrigan67@myspace.com,Male,Engineering,Associate's Degree,2004-06-01,True,3,High,Outstanding,Leadership Development Program,47275.22,free snacks,Company website,65000,-27.2688923076923,Yes,,,,,High
224,225,Arlee House,ahouse68@sun.com,Female,Human Resources,Bachelor's Degree,2008-05-06,True,1,Low,Superior,Negotiation Skills Workshop,49158.05,remote work option,Employee referral,80000,-38.5524375,Yes,,,,,High
225,226,Natividad Rudham,nrudham69@time.com,Female,Product Management,High School Diploma,2016-08-02,False,2,Moderate,Needs Improvement,Introduction to Data Science,41745.23,free snacks,Job board,80000,-47.8184625,No,Found a better opportunity,2022-06-16,Career & Compensation,Voluntary,Low
226,227,Sheffy Devonald,sdevonald6a@netvibes.com,Male,Services,Professional Degree,1998-12-14,True,3,High,Average,Effective Communication Skills,48019.6,gym membership,Company website,55000,-12.69163636363637,Yes,,,,,Meet Expectation
227,228,Ardis Wagstaffe,awagstaffe6b@ebay.co.uk,Female,Accounting,Professional Degree,2011-11-18,True,1,Low,Needs Improvement,Leadership Development Program,79593.01,free snacks,Job board,60000,32.65501666666666,Yes,,,,,Low
228,229,Fernande Gavrieli,fgavrieli6c@wisc.edu,Female,Training,PhD,2008-01-26,True,2,Moderate,Exceptional,Cybersecurity Basics,75190.04,flexible work hours,Company website,70000,7.414342857142849,Yes,,,,,High
229,230,Hector Orthmann,horthmann6d@techcrunch.com,Male,Business Development,Master's Degree,2002-01-11,True,1,Moderate,Excellent,Effective Communication Skills,107020.55,gym membership,Company website,75000,42.69406666666667,No,,,,,High
230,231,Florence Larmor,flarmor6e@flavors.me,Female,Human Resources,Bachelor's Degree,1998-08-17,True,3,Moderate,Satisfactory,Effective Communication Skills,102474.52,company car,Employee referral,75000,36.63269333333334,No,,,,,Meet Expectation
231,232,Aldwin Jillis,ajillis6f@shop-pro.jp,Male,Research and Development,Bachelor's Degree,2007-12-30,False,2,Moderate,Satisfactory,Project Management Fundamentals,133304.94,free snacks,Social media,50000,166.60988,No,Company downsizing,2018-08-19,Organizational Restructuring,Involuntary,Meet Expectation
232,233,Tori Spratley,tspratley6g@delicious.com,Female,Business Development,PhD,2021-10-07,True,3,High,Below Expectations,Public Speaking Mastery,48114.51,paid time off,Social media,90000,-46.53943333333333,Yes,,,,,Low
233,234,Noll Callery,ncallery6h@clickbank.net,Male,Training,PhD,2007-09-27,True,2,Moderate,Exceptional,Digital Marketing Strategies,87522.49,health insurance,Job board,50000,75.04498000000001,No,,,,,High
234,235,Brander Mouse,bmouse6i@mashable.com,Male,Marketing,Professional Degree,2012-02-02,True,1,High,Average,Project Management Fundamentals,79960.5,health insurance,Employee referral,50000,59.921,Yes,,,,,Meet Expectation
235,236,Doretta Flaxman,dflaxman6j@bluehost.com,Female,Marketing,High School Diploma,2019-08-07,True,1,Moderate,Superior,Effective Communication Skills,128424.63,company car,Recruiter,70000,83.46375714285715,No,,,,,High
236,237,Neill Kainz,nkainz6k@com.com,Male,Marketing,Bachelor's Degree,2016-08-10,True,5,Moderate,Superior,Leadership Development Program,52357.19,health insurance,Company website,85000,-38.40330588235294,Yes,,,,,High
237,238,Elysee Whitnell,ewhitnell6l@nytimes.com,Female,Training,PhD,2019-10-15,False,5,Low,Good,Advanced Excel Techniques,48252.42,performance bonuses,Social media,70000,-31.06797142857143,No,Personal reasons,2022-08-07,Personal - Life Events,Voluntary,Meet Expectation
238,239,Natale Houlison,nhoulison6m@a8.net,Male,Engineering,PhD,1998-04-12,True,5,High,Good,Public Speaking Mastery,74957.8,company car,Company website,80000,-6.302749999999996,Yes,,,,,Meet Expectation
239,240,Jonie Kentwell,jkentwell6n@live.com,Female,Support,Associate's Degree,2011-09-26,True,2,Low,Excellent,Project Management Fundamentals,126646.66,company car,Recruiter,95000,33.31227368421053,No,,,,,High
240,241,Tome Aust,taust6o@nbcnews.com,Male,Sales,Professional Degree,2006-09-01,False,5,Moderate,Superior,Project Management Fundamentals,110231.44,remote work option,Company website,65000,69.58683076923077,No,Personal reasons,2019-07-11,Personal - Life Events,Voluntary,High
241,242,Anjanette Dozdill,adozdill6p@istockphoto.com,Female,Legal,PhD,2013-10-11,False,3,Low,Superior,Digital Marketing Strategies,134710.81,flexible work hours,Job board,55000,144.9287454545455,Yes,Family commitments,2023-12-31,Personal - Life Events,Voluntary,High
242,243,Adey Mendenhall,amendenhall6q@gizmodo.com,Female,Engineering,High School Diploma,2008-06-07,True,1,Low,Satisfactory,Digital Marketing Strategies,60570.65,paid time off,Company website,55000,10.12845454545455,Yes,,,,,Meet Expectation
243,244,Thornton Powis,tpowis6r@tripod.com,Male,Training,Associate's Degree,2016-09-21,True,1,Moderate,Needs Improvement,Negotiation Skills Workshop,74862.4,gym membership,Company website,50000,49.72479999999999,Yes,,,,,Low
244,245,Maurise Filippello,mfilippello6s@liveinternet.ru,Female,Human Resources,Master's Degree,1979-07-06,False,4,High,Good,Cybersecurity Basics,47466.79,remote work option,Company website,85000,-44.15671764705883,Yes,Family commitments,2005-05-03,Personal - Life Events,Voluntary,Meet Expectation
245,246,Robb McMorland,rmcmorland6t@epa.gov,Male,Training,Professional Degree,2003-07-27,True,4,High,Below Expectations,Cybersecurity Basics,119599.38,paid time off,Recruiter,75000,59.46584,No,,,,,Low
246,247,Sayres Vaune,svaune6u@hatena.ne.jp,Male,Marketing,Bachelor's Degree,2001-07-10,True,2,Low,Excellent,Digital Marketing Strategies,117413.48,flexible work hours,Company website,95000,23.59313684210526,No,,,,,High
247,248,Annabal McCullen,amccullen6v@1688.com,Female,Training,Professional Degree,2012-02-07,True,3,Moderate,Outstanding,Digital Marketing Strategies,105534.91,professional development opportunities,Social media,65000,62.3614,Yes,,,,,High
248,249,Korey Riveles,kriveles6w@sogou.com,Male,Engineering,Master's Degree,2020-05-02,True,1,High,Satisfactory,Cybersecurity Basics,143723.83,paid time off,Company website,90000,59.69314444444444,Yes,,,,,Meet Expectation
249,250,Oralee Ventura,oventura6x@utexas.edu,Female,Support,Associate's Degree,2017-08-16,True,5,Low,Unsatisfactory,Customer Service Excellence,100859.74,gym membership,Company website,85000,18.65851764705883,Yes,,,,,Low
250,251,Debbie Penright,dpenright6y@shareasale.com,Female,Research and Development,High School Diploma,1995-03-24,False,1,Moderate,Good,Digital Marketing Strategies,104735.04,paid time off,Employee referral,60000,74.55839999999999,No,Found a better opportunity,2020-04-18,Career & Compensation,Voluntary,Meet Expectation
251,252,Matthiew Louys,mlouys6z@free.fr,Male,Research and Development,Bachelor's Degree,2012-01-23,True,1,Low,Good,Effective Communication Skills,133143.72,paid time off,Recruiter,70000,90.2053142857143,No,,,,,Meet Expectation
252,253,Christie Scotti,cscotti70@ftc.gov,Female,Accounting,Master's Degree,2012-07-27,True,3,Low,Good,Project Management Fundamentals,120782.58,remote work option,Recruiter,75000,61.04344,No,,,,,Meet Expectation
253,254,Lorens Vial,lvial71@reference.com,Male,Sales,Professional Degree,1996-04-07,True,4,High,Outstanding,Advanced Excel Techniques,49693.96,professional development opportunities,Social media,70000,-29.00862857142857,No,,,,,High
254,255,Salvidor Gollard,sgollard72@washingtonpost.com,Male,Engineering,High School Diploma,1977-07-03,False,5,High,Outstanding,Public Speaking Mastery,112076.89,company car,Job board,90000,24.52987777777778,No,Found a better opportunity,2007-08-23,Career & Compensation,Voluntary,High
255,256,Rhianon Landells,rlandells73@answers.com,Female,Accounting,PhD,1983-09-04,False,2,High,Needs Improvement,Project Management Fundamentals,136027.83,health insurance,Employee referral,85000,60.03274117647057,No,Personal reasons,2011-06-30,Personal - Life Events,Voluntary,Low
256,257,Maris Kigelman,mkigelman74@merriam-webster.com,Female,Services,Associate's Degree,1992-03-09,True,3,Low,Below Expectations,Leadership Development Program,63440.46,company car,Job board,70000,-9.37077142857143,No,,,,,Low
257,258,Kacie Eaves,keaves75@t.co,Female,Product Management,Professional Degree,2004-09-19,False,3,High,Superior,Advanced Excel Techniques,130043.11,performance bonuses,Recruiter,75000,73.39081333333334,No,Company downsizing,2012-03-29,Organizational Restructuring,Involuntary,High
258,259,Seymour Rouge,srouge76@jimdo.com,Male,Accounting,Bachelor's Degree,1991-11-24,True,3,Moderate,Below Expectations,Leadership Development Program,74215.83,paid time off,Company website,70000,6.022614285714288,No,,,,,Low
259,260,Missy Cote,mcote77@163.com,Female,Services,High School Diploma,2012-04-24,True,4,Moderate,Exceptional,Leadership Development Program,47756.25,company car,Social media,85000,-43.81617647058824,No,,,,,High
260,261,Simon Jepps,sjepps78@etsy.com,Male,Services,PhD,2020-09-16,True,5,Moderate,Good,Negotiation Skills Workshop,47472.22,gym membership,Company website,60000,-20.87963333333333,Yes,,,,,Meet Expectation
261,262,Tan Meekin,tmeekin79@rakuten.co.jp,Male,Research and Development,Master's Degree,2017-03-19,True,4,Low,Unsatisfactory,Advanced Excel Techniques,116741.71,flexible work hours,Job board,75000,55.65561333333334,No,,,,,Low
262,263,Alphard Hussy,ahussy7a@geocities.jp,Male,Human Resources,High School Diploma,2016-08-31,True,2,Moderate,Excellent,Customer Service Excellence,134560.99,company car,Social media,50000,169.12198,Yes,,,,,High
263,264,Helene Alker,halker7b@ebay.com,Female,Services,Associate's Degree,1994-11-13,True,5,Moderate,Good,Public Speaking Mastery,70399.31,paid time off,Recruiter,55000,27.99874545454545,Yes,,,,,Meet Expectation
264,265,Mirelle Bamlett,mbamlett7c@va.gov,Female,Research and Development,PhD,1986-10-16,False,2,Low,Below Expectations,Project Management Fundamentals,59681.49,performance bonuses,Company website,60000,-0.5308500000000034,No,Lack of growth opportunities,2010-10-26,Career & Compensation,Voluntary,Low
265,266,Farlay Dimmer,fdimmer7d@upenn.edu,Male,Services,Bachelor's Degree,2004-02-24,True,5,High,Superior,Cybersecurity Basics,68283.8,health insurance,Company website,95000,-28.12231578947368,Yes,,,,,High
266,267,Melanie Cudiff,mcudiff7e@drupal.org,Female,Human Resources,Professional Degree,2002-06-20,True,2,Moderate,Unsatisfactory,Leadership Development Program,132082.53,paid time off,Job board,50000,164.16506,Yes,,,,,Low
267,268,Rosanne Lawranson,rlawranson7f@pcworld.com,Female,Sales,Professional Degree,1991-11-28,True,4,Low,Unsatisfactory,Advanced Excel Techniques,53808.54,gym membership,Company website,65000,-17.21763076923077,Yes,,,,,Low
268,269,Dewey Tuffley,dtuffley7g@phoca.cz,Male,Product Management,High School Diploma,2003-06-29,True,2,High,Satisfactory,Leadership Development Program,76972.91,free snacks,Job board,60000,28.28818333333334,Yes,,,,,Meet Expectation
269,270,Tatum Grigsby,tgrigsby7h@nature.com,Female,Support,Associate's Degree,1995-05-31,True,4,High,Needs Improvement,Introduction to Data Science,40931.96,remote work option,Recruiter,60000,-31.78006666666667,No,,,,,Low
270,271,Bonnie Menear,bmenear7i@printfriendly.com,Female,Engineering,Bachelor's Degree,1978-10-05,False,1,High,Below Expectations,Cybersecurity Basics,79284.8,performance bonuses,Company website,60000,32.14133333333334,No,Retirement,2002-12-12,Natural Attrition,Voluntary,Low
271,272,Verney Nellen,vnellen7j@dell.com,Male,Human Resources,PhD,2008-09-06,True,1,High,Exceptional,Public Speaking Mastery,58902.29,paid time off,Recruiter,70000,-15.85387142857143,Yes,,,,,High
272,273,Toma Sautter,tsautter7k@twitpic.com,Female,Marketing,PhD,1999-01-05,True,4,Low,Needs Improvement,Introduction to Data Science,113210.33,health insurance,Company website,95000,19.16876842105263,Yes,,,,,Low
273,274,Haily Rivalant,hrivalant7l@odnoklassniki.ru,Female,Sales,PhD,2006-03-15,True,1,Moderate,Satisfactory,Effective Communication Skills,125046.4,free snacks,Employee referral,70000,78.63771428571428,No,,,,,Meet Expectation
274,275,Welsh Hynam,whynam7m@1und1.de,Male,Human Resources,PhD,2007-01-08,True,3,Low,Needs Improvement,Customer Service Excellence,109769.13,professional development opportunities,Recruiter,80000,37.21141250000001,Yes,,,,,Low
275,276,Eolande Wayon,ewayon7n@posterous.com,Female,Services,Associate's Degree,2009-03-21,True,1,High,Excellent,Negotiation Skills Workshop,82672.72,remote work option,Employee referral,80000,3.340900000000001,No,,,,,High
276,277,Thatch Rosenstiel,trosenstiel7o@nba.com,Male,Engineering,High School Diploma,1991-05-15,False,4,Low,Exceptional,Negotiation Skills Workshop,139332.25,paid time off,Recruiter,75000,85.77633333333333,No,Health reasons,2020-09-27,Personal - Life Events,Voluntary,High
277,278,Bee Roumier,broumier7p@businessweek.com,Female,Engineering,High School Diploma,2021-12-04,True,1,Moderate,Needs Improvement,Cybersecurity Basics,100527.05,flexible work hours,Job board,70000,43.61007142857144,No,,,,,Low
278,279,Merridie Atwel,matwel7q@umich.edu,Female,Human Resources,Master's Degree,2011-04-01,True,1,High,Superior,Cybersecurity Basics,75677.62,performance bonuses,Recruiter,75000,0.903493333333327,Yes,,,,,High
279,280,Dollie Vosper,dvosper7r@si.edu,Female,Support,PhD,1996-07-29,True,1,Moderate,Satisfactory,Project Management Fundamentals,109615.93,company car,Social media,95000,15.3851894736842,Yes,,,,,Meet Expectation
280,281,Amos Jindacek,ajindacek7s@youtube.com,Male,Research and Development,PhD,2016-12-07,True,4,Moderate,Below Expectations,Cybersecurity Basics,122359.28,remote work option,Recruiter,65000,88.24504615384615,No,,,,,Low
281,282,Masha Szimon,mszimon7t@ucoz.ru,Female,Sales,PhD,1990-09-01,False,1,Low,Exceptional,Introduction to Data Science,86863.08,company car,Social media,80000,8.578850000000001,No,Family commitments,2005-07-06,Personal - Life Events,Voluntary,High
282,283,Fonsie Slowan,fslowan7u@about.com,Male,Engineering,PhD,2008-10-14,True,1,Low,Average,Cybersecurity Basics,48228.59,company car,Recruiter,60000,-19.61901666666667,No,,,,,Meet Expectation
283,284,Martainn Adamov,madamov7v@utexas.edu,Male,Legal,Master's Degree,2004-05-11,True,5,Moderate,Superior,Leadership Development Program,54698.81,flexible work hours,Employee referral,85000,-35.64845882352942,No,,,,,High
284,285,Evelyn Piatek,epiatek7w@wikispaces.com,Male,Product Management,Bachelor's Degree,1986-05-24,False,5,Low,Average,Introduction to Data Science,81783.99,performance bonuses,Social media,90000,-9.128899999999994,Yes,Company downsizing,2008-02-11,Organizational Restructuring,Involuntary,Meet Expectation
285,286,Loy Gudger,lgudger7x@google.com,Male,Sales,Bachelor's Degree,2006-07-05,False,2,Moderate,Good,Effective Communication Skills,145467.85,free snacks,Social media,85000,71.13864705882354,Yes,Company downsizing,2022-10-19,Organizational Restructuring,Involuntary,Meet Expectation
286,287,Alano O' Scallan,ao7y@princeton.edu,Male,Business Development,PhD,2013-09-05,False,1,Low,Satisfactory,Cybersecurity Basics,76252.52,flexible work hours,Recruiter,95000,-19.7341894736842,Yes,Found a better opportunity,2023-10-25,Career & Compensation,Voluntary,Meet Expectation
287,288,Reider Such,rsuch7z@soundcloud.com,Male,Legal,Bachelor's Degree,2003-11-23,True,2,High,Outstanding,Digital Marketing Strategies,125426.26,gym membership,Job board,95000,32.02764210526315,Yes,,,,,High
288,289,Bunny Barzen,bbarzen80@weather.com,Female,Research and Development,PhD,2020-09-15,True,5,Moderate,Superior,Digital Marketing Strategies,85009.44,professional development opportunities,Company website,50000,70.01888000000001,No,,,,,High
289,290,Mufi Branigan,mbranigan81@independent.co.uk,Female,Engineering,Bachelor's Degree,1995-10-07,False,1,Moderate,Average,Project Management Fundamentals,127393.43,professional development opportunities,Job board,90000,41.54825555555555,Yes,Relocation,2010-11-24,Personal - Life Events,Voluntary,Meet Expectation
290,291,Redd Aloshikin,raloshikin82@dion.ne.jp,Male,Business Development,Professional Degree,2002-09-08,True,3,High,Superior,Effective Communication Skills,149526.27,health insurance,Job board,90000,66.14029999999998,No,,,,,High
291,292,Nina Rickeard,nrickeard83@phoca.cz,Female,Support,High School Diploma,1990-12-04,False,3,Moderate,Below Expectations,Digital Marketing Strategies,51474.32,flexible work hours,Job board,60000,-14.20946666666667,Yes,Health reasons,2013-05-17,Personal - Life Events,Voluntary,Low
292,293,Melvyn Nevin,mnevin84@xrea.com,Male,Engineering,Master's Degree,2021-11-08,True,5,Low,Excellent,Public Speaking Mastery,47165.46,gym membership,Job board,90000,-47.59393333333333,No,,,,,High
293,294,Egon Trobey,etrobey85@pen.io,Male,Training,PhD,2013-06-10,True,3,Low,Superior,Advanced Excel Techniques,149418.41,remote work option,Employee referral,55000,171.6698363636364,No,,,,,High
294,295,Giselbert Deniscke,gdeniscke86@imgur.com,Male,Accounting,High School Diploma,1997-07-14,True,5,High,Outstanding,Project Management Fundamentals,106435.38,remote work option,Company website,65000,63.74673846153846,No,,,,,High
295,296,Willem Teaz,wteaz87@merriam-webster.com,Male,Legal,High School Diploma,1996-06-17,False,3,Low,Exceptional,Project Management Fundamentals,67036.33,free snacks,Job board,95000,-29.43544210526315,Yes,Career change,2010-09-10,Career & Compensation,Voluntary,High
296,297,Cindra Ellinor,cellinor88@census.gov,Female,Services,Associate's Degree,2020-02-18,True,1,High,Outstanding,Customer Service Excellence,112200.54,professional development opportunities,Social media,95000,18.10583157894736,No,,,,,High
297,298,Cassie Mangin,cmangin89@cornell.edu,Male,Research and Development,Master's Degree,2007-12-09,False,1,High,Excellent,Effective Communication Skills,91522.78,health insurance,Employee referral,95000,-3.66023157894737,No,Health reasons,2024-02-28,Personal - Life Events,Voluntary,High
298,299,Roxanne Charle,rcharle8a@dedecms.com,Female,Accounting,Associate's Degree,1993-05-15,False,4,Low,Satisfactory,Leadership Development Program,122789.59,flexible work hours,Social media,75000,63.71945333333333,No,Personal reasons,2017-11-23,Personal - Life Events,Voluntary,Meet Expectation
299,300,Vinson Mingus,vmingus8b@craigslist.org,Male,Training,PhD,2009-04-25,False,4,Moderate,Excellent,Project Management Fundamentals,143458.23,free snacks,Recruiter,50000,186.91646,Yes,Contract ended,2010-07-30,Contract Expiration,Involuntary,High
300,301,Kelwin MacMearty,kmacmearty8c@google.fr,Male,Accounting,Professional Degree,2016-05-21,True,2,Moderate,Below Expectations,Project Management Fundamentals,96219.82,401k matching,Job board,95000,1.284021052631586,Yes,,,,,Low
301,302,Baudoin Blythe,bblythe8d@sun.com,Male,Engineering,Professional Degree,2014-09-13,True,4,Moderate,Outstanding,Cybersecurity Basics,146697.92,company car,Social media,85000,72.58578823529413,Yes,,,,,High
302,303,Alano Valentine,avalentine8e@cisco.com,Male,Marketing,Professional Degree,1992-08-26,True,1,Low,Needs Improvement,Project Management Fundamentals,82352.86,401k matching,Job board,70000,17.64694285714286,No,,,,,Low
303,304,Krystle Goolding,kgoolding8f@prlog.org,Female,Training,High School Diploma,1991-07-01,False,5,High,Excellent,Introduction to Data Science,82043.37,paid time off,Job board,55000,49.16976363636363,Yes,Family commitments,2011-12-08,Personal - Life Events,Voluntary,High
304,305,Jolene Tubritt,jtubritt8g@addthis.com,Female,Engineering,Master's Degree,2001-07-16,True,2,High,Below Expectations,Leadership Development Program,92955.63,company car,Employee referral,90000,3.284033333333339,Yes,,,,,Low
305,306,Kiele Udey,kudey8h@bloglines.com,Female,Marketing,PhD,2010-01-28,True,5,Low,Superior,Introduction to Data Science,131165.91,performance bonuses,Employee referral,70000,87.37987142857143,No,,,,,High
306,307,Clarisse Adamson,cadamson8i@businessweek.com,Female,Accounting,Master's Degree,2017-09-11,True,2,Low,Outstanding,Negotiation Skills Workshop,98032.43,performance bonuses,Employee referral,65000,50.81912307692307,Yes,,,,,High
307,308,Darsie Whistlecroft,dwhistlecroft8j@ovh.net,Female,Services,Master's Degree,2010-09-03,True,5,Moderate,Average,Negotiation Skills Workshop,121250.97,health insurance,Recruiter,75000,61.66796,No,,,,,Meet Expectation
308,309,Ellene Lorkins,elorkins8k@amazon.com,Female,Marketing,Associate's Degree,2012-09-18,True,2,High,Outstanding,Cybersecurity Basics,118783.36,professional development opportunities,Job board,90000,31.98151111111111,Yes,,,,,High
309,310,Leonerd Whinney,lwhinney8l@wiley.com,Male,Product Management,Bachelor's Degree,2012-06-15,True,4,Low,Unsatisfactory,Introduction to Data Science,108495.25,performance bonuses,Employee referral,75000,44.66033333333333,Yes,,,,,Low
310,311,Sullivan Jovis,sjovis8m@ft.com,Male,Legal,PhD,1997-06-15,True,5,Low,Needs Improvement,Project Management Fundamentals,49683.01,gym membership,Social media,50000,-0.6339799999999959,No,,,,,Low
311,312,Bail Dunguy,bdunguy8n@so-net.ne.jp,Male,Accounting,PhD,2002-04-27,False,3,Moderate,Superior,Cybersecurity Basics,48739.01,professional development opportunities,Recruiter,95000,-48.69577894736842,No,Relocation,2005-09-25,Personal - Life Events,Voluntary,High
312,313,Dirk Jancar,djancar8o@github.io,Male,Support,PhD,2000-01-04,True,5,High,Satisfactory,Public Speaking Mastery,103096.95,remote work option,Recruiter,95000,8.523105263157891,Yes,,,,,Meet Expectation
313,314,Elladine McAughtrie,emcaughtrie8p@slashdot.org,Female,Services,Associate's Degree,2006-03-22,False,1,Moderate,Unsatisfactory,Customer Service Excellence,120899.31,professional development opportunities,Company website,75000,61.19908,No,Retirement,2009-07-21,Natural Attrition,Voluntary,Low
314,315,Shannon Morgan,smorgan8q@liveinternet.ru,Female,Research and Development,PhD,1994-08-07,True,1,Moderate,Excellent,Leadership Development Program,58776.95,401k matching,Employee referral,70000,-16.03292857142858,Yes,,,,,High
315,316,Robbi Ishaki,rishaki8r@disqus.com,Female,Business Development,Associate's Degree,2023-07-03,True,2,High,Below Expectations,Digital Marketing Strategies,114189.19,flexible work hours,Social media,80000,42.7364875,No,,,,,Low
316,317,Corena Murch,cmurch8s@ihg.com,Female,Marketing,Master's Degree,2014-11-17,True,1,Moderate,Average,Introduction to Data Science,99204.78,company car,Job board,90000,10.22753333333333,Yes,,,,,Meet Expectation
317,318,Costanza Woollons,cwoollons8t@twitter.com,Female,Marketing,Associate's Degree,2005-09-23,True,1,High,Superior,Customer Service Excellence,140724.05,gym membership,Employee referral,70000,101.0343571428571,Yes,,,,,High
318,319,Rebeka Wheelton,rwheelton8u@example.com,Female,Legal,Master's Degree,2003-04-30,False,2,Moderate,Needs Improvement,Digital Marketing Strategies,67568.82,401k matching,Company website,95000,-28.87492631578947,No,Relocation,2009-10-20,Personal - Life Events,Voluntary,Low
319,320,Glenn Matushevitz,gmatushevitz8v@addthis.com,Female,Training,High School Diploma,1997-02-28,True,4,Moderate,Satisfactory,Public Speaking Mastery,64561.07,flexible work hours,Job board,60000,7.601783333333333,No,,,,,Meet Expectation
320,321,Lynda Hounsom,lhounsom8w@wunderground.com,Female,Training,Professional Degree,2007-05-23,True,5,Low,Good,Public Speaking Mastery,144780.04,professional development opportunities,Employee referral,55000,163.2364363636364,Yes,,,,,Meet Expectation
321,322,Nananne Keaton,nkeaton8x@simplemachines.org,Female,Accounting,High School Diploma,2010-01-31,True,3,Low,Outstanding,Digital Marketing Strategies,40585.28,gym membership,Recruiter,55000,-26.20858181818182,No,,,,,High
322,323,Bobinette MacChaell,bmacchaell8y@wired.com,Female,Product Management,Professional Degree,2006-07-13,True,4,Low,Unsatisfactory,Digital Marketing Strategies,122522.46,health insurance,Social media,95000,28.97101052631579,No,,,,,Low
323,324,Jewelle Minico,jminico8z@twitter.com,Female,Services,Professional Degree,2003-11-01,False,5,Low,Exceptional,Introduction to Data Science,61577.32,paid time off,Job board,50000,23.15464,No,Health reasons,2023-03-04,Personal - Life Events,Voluntary,High
324,325,Casey Redmond,credmond90@issuu.com,Male,Accounting,Associate's Degree,2009-07-20,True,1,High,Below Expectations,Cybersecurity Basics,64243.38,401k matching,Recruiter,60000,7.072299999999995,No,,,,,Low
325,326,Austine Titchener,atitchener91@linkedin.com,Female,Engineering,PhD,1974-09-14,False,2,High,Superior,Advanced Excel Techniques,63841.98,gym membership,Social media,75000,-14.87736,Yes,Contract ended,2003-12-28,Contract Expiration,Involuntary,High
326,327,Lennie Blackborn,lblackborn92@hud.gov,Male,Sales,Master's Degree,2007-05-29,True,4,Low,Excellent,Introduction to Data Science,121084.35,professional development opportunities,Recruiter,70000,72.97764285714287,Yes,,,,,High
327,328,Waldo Morrott,wmorrott93@arstechnica.com,Male,Training,High School Diploma,2007-01-10,True,4,High,Unsatisfactory,Public Speaking Mastery,138832.76,remote work option,Company website,65000,113.5888615384615,Yes,,,,,Low
328,329,Marlow McElvine,mmcelvine94@ocn.ne.jp,Male,Human Resources,High School Diploma,2002-11-02,True,1,Low,Outstanding,Customer Service Excellence,117989.08,free snacks,Job board,65000,81.52166153846154,Yes,,,,,High
329,330,Linus Vanns,lvanns95@spotify.com,Male,Research and Development,PhD,1993-09-08,False,2,Moderate,Satisfactory,Negotiation Skills Workshop,137499.3,paid time off,Social media,85000,61.76388235294116,Yes,Health reasons,2021-01-24,Personal - Life Events,Voluntary,Meet Expectation
330,331,Mackenzie Sharpless,msharpless96@mtv.com,Male,Legal,High School Diploma,1990-04-29,True,2,Moderate,Satisfactory,Introduction to Data Science,40206.21,performance bonuses,Social media,95000,-57.67767368421053,No,,,,,Meet Expectation
331,332,Skippie Braunthal,sbraunthal97@4shared.com,Male,Product Management,Associate's Degree,1990-10-19,True,5,Moderate,Excellent,Public Speaking Mastery,101897.05,free snacks,Social media,55000,85.26736363636364,No,,,,,High
332,333,Blondelle Cuttings,bcuttings98@mail.ru,Female,Training,Associate's Degree,2009-05-11,True,4,High,Excellent,Project Management Fundamentals,145507.35,gym membership,Social media,70000,107.8676428571429,No,,,,,High
333,334,Zed De Miranda,zde99@trellian.com,Male,Engineering,High School Diploma,2007-03-31,True,5,Moderate,Needs Improvement,Customer Service Excellence,117588.12,professional development opportunities,Social media,70000,67.98302857142856,Yes,,,,,Low
334,335,Evaleen Pillington,epillington9a@state.tx.us,Female,Human Resources,Associate's Degree,1997-06-04,False,1,Low,Good,Effective Communication Skills,102970.96,free snacks,Company website,90000,14.41217777777779,Yes,Family commitments,2008-01-28,Personal - Life Events,Voluntary,Meet Expectation
335,336,Lionel Oxenden,loxenden9b@buzzfeed.com,Male,Product Management,High School Diploma,2012-11-28,False,2,Moderate,Below Expectations,Digital Marketing Strategies,116302.89,flexible work hours,Company website,95000,22.4240947368421,No,Family commitments,2019-07-09,Personal - Life Events,Voluntary,Low
336,337,Trevor Garrish,tgarrish9c@si.edu,Male,Sales,Master's Degree,2022-10-29,True,5,Low,Satisfactory,Digital Marketing Strategies,137338.3,professional development opportunities,Social media,65000,111.2896923076923,No,,,,,Meet Expectation
337,338,Reinold Yesipov,ryesipov9d@wunderground.com,Male,Accounting,Associate's Degree,2001-02-19,True,4,High,Average,Cybersecurity Basics,116891.95,health insurance,Job board,55000,112.5308181818182,No,,,,,Meet Expectation
338,339,Alfy Wank,awank9e@bluehost.com,Male,Sales,Associate's Degree,2016-06-15,True,3,High,Superior,Digital Marketing Strategies,82119.49,health insurance,Recruiter,60000,36.86581666666667,Yes,,,,,High
339,340,Harvey Nutkins,hnutkins9f@ed.gov,Male,Business Development,Associate's Degree,2013-05-08,True,5,Low,Below Expectations,Digital Marketing Strategies,41996.35,401k matching,Social media,85000,-50.59252941176471,No,,,,,Low
340,341,Cherrita Ainley,cainley9g@trellian.com,Female,Business Development,Master's Degree,1998-01-02,True,1,High,Excellent,Public Speaking Mastery,91864.22,gym membership,Social media,55000,67.02585454545455,No,,,,,High
341,342,Jamison Branni,jbranni9h@time.com,Male,Legal,Master's Degree,2004-11-08,True,5,Moderate,Exceptional,Customer Service Excellence,143990.32,remote work option,Social media,80000,79.98790000000001,Yes,,,,,High
